Username,Profile Age,Profile Description,Usage Period,Purchase Point,Stars,Recommend,Review,Status,tokens,stopwords,stemmed_tokens
marshanabilah,19 - 24,"Combination, Medium Light, Cool",3 months - 6 months,Shopee,4,Ya,"Gelnya tidak terasa berat di wajah, mudah diratakan, dan feel lembabnya terasa melapisi kulit semacam memberi lapisan pada skin barrier, namun tetap ringan & tanpa rasa lengket. Walaupun gelnya tidak langsung meresap ke kulit setelah diaplikasikan, ini menjadi penanda kalau gelnya lebih memberikan kelembapan yang tahan lama di wajah.",Asli,"['Gelnya', 'tidak', 'terasa', 'berat', 'di', 'wajah', ',', 'mudah', 'diratakan', ',', 'dan', 'feel', 'lembabnya', 'terasa', 'melapisi', 'kulit', 'semacam', 'memberi', 'lapisan', 'pada', 'skin', 'barrier', ',', 'namun', 'tetap', 'ringan', '&', 'tanpa', 'rasa', 'lengket', '.', 'Walaupun', 'gelnya', 'tidak', 'langsung', 'meresap', 'ke', 'kulit', 'setelah', 'diaplikasikan', ',', 'ini', 'menjadi', 'penanda', 'kalau', 'gelnya', 'lebih', 'memberikan', 'kelembapan', 'yang', 'tahan', 'lama', 'di', 'wajah', '.']","['Gelnya', 'berat', 'wajah', ',', 'mudah', 'diratakan', ',', 'feel', 'lembabnya', 'melapisi', 'kulit', 'lapisan', 'skin', 'barrier', ',', 'ringan', '&', 'lengket', '.', 'gelnya', 'langsung', 'meresap', 'kulit', 'diaplikasikan', ',', 'penanda', 'gelnya', 'kelembapan', 'tahan', 'wajah', '.']","['gel', 'berat', 'wajah', '', 'mudah', 'rata', '', 'feel', 'lembabnya', 'lapis', 'kulit', 'lapis', 'skin', 'barrier', '', 'ringan', '', 'lengket', '', 'gel', 'langsung', 'resap', 'kulit', 'aplikasi', '', 'tanda', 'gel', 'lembap', 'tahan', 'wajah', '']"
Ociepitaloka_88,35 - 39,"Oily, Medium Light, Cool",More than 1 year,Shopee,5,Ya,moisturizer yang paling cocok untuk memperbaiki skim barrier yang rusak. texture wajah termasuk yang berminyak dan berjerawat dan juga sensitive. moisturizer ini juga bisa melembabkan kulit wajah yang kering. karena mengandung 5x ceramide,Asli,"['moisturizer', 'yang', 'paling', 'cocok', 'untuk', 'memperbaiki', 'skim', 'barrier', 'yang', 'rusak', '.', 'texture', 'wajah', 'termasuk', 'yang', 'berminyak', 'dan', 'berjerawat', 'dan', 'juga', 'sensitive', '.', 'moisturizer', 'ini', 'juga', 'bisa', 'melembabkan', 'kulit', 'wajah', 'yang', 'kering', '.', 'karena', 'mengandung', '5x', 'ceramide']","['moisturizer', 'cocok', 'memperbaiki', 'skim', 'barrier', 'rusak', '.', 'texture', 'wajah', 'berminyak', 'berjerawat', 'sensitive', '.', 'moisturizer', 'melembabkan', 'kulit', 'wajah', 'kering', '.', 'mengandung', '5x', 'ceramide']","['moisturizer', 'cocok', 'baik', 'skim', 'barrier', 'rusak', '', 'texture', 'wajah', 'minyak', 'jerawat', 'sensitive', '', 'moisturizer', 'melembabkan', 'kulit', 'wajah', 'kering', '', 'kandung', '5x', 'ceramide']"
RinaDwiAnjani,25 - 29,"Combination, Medium Light, Neutral",Less than 1 week,Shopee,5,Ya,"musturazer yang cocok banget buat muka berjerawat dan sensitif kayak kulit aku. kakak aku berjerawat juga pakai dan sekarang sudah lumayan jerawatnya. kulit jadi lebih seger dan adem setelah pakai, bakalan terus beli dan dan pakai terus produk ini",Asli,"['musturazer', 'yang', 'cocok', 'banget', 'buat', 'muka', 'berjerawat', 'dan', 'sensitif', 'kayak', 'kulit', 'aku', '.', 'kakak', 'aku', 'berjerawat', 'juga', 'pakai', 'dan', 'sekarang', 'sudah', 'lumayan', 'jerawatnya', '.', 'kulit', 'jadi', 'lebih', 'seger', 'dan', 'adem', 'setelah', 'pakai', ',', 'bakalan', 'terus', 'beli', 'dan', 'dan', 'pakai', 'terus', 'produk', 'ini']","['musturazer', 'cocok', 'banget', 'muka', 'berjerawat', 'sensitif', 'kayak', 'kulit', '.', 'kakak', 'berjerawat', 'pakai', 'lumayan', 'jerawatnya', '.', 'kulit', 'seger', 'adem', 'pakai', ',', 'beli', 'pakai', 'produk']","['musturazer', 'cocok', 'banget', 'muka', 'jerawat', 'sensitif', 'kayak', 'kulit', '', 'kakak', 'jerawat', 'pakai', 'lumayan', 'jerawat', '', 'kulit', 'seger', 'adem', 'pakai', '', 'beli', 'pakai', 'produk']"
nabilasafira1212,19 - 24,"Dry, Medium Light, Neutral",3 months - 6 months,Female Daily Studio,3,Ya,"pertama kali beli ini karena keracunan dari review review orang di tiktok cuman setelah aku pakai kurang cocok, di kukit aku malah kurang melembabkan dan malah banyak jerawat yang timbul namun di kulit mamaku jadinya bagus dan sangat melembabkan",Asli,"['pertama', 'kali', 'beli', 'ini', 'karena', 'keracunan', 'dari', 'review', 'review', 'orang', 'di', 'tiktok', 'cuman', 'setelah', 'aku', 'pakai', 'kurang', 'cocok', ',', 'di', 'kukit', 'aku', 'malah', 'kurang', 'melembabkan', 'dan', 'malah', 'banyak', 'jerawat', 'yang', 'timbul', 'namun', 'di', 'kulit', 'mamaku', 'jadinya', 'bagus', 'dan', 'sangat', 'melembabkan']","['kali', 'beli', 'keracunan', 'review', 'review', 'orang', 'tiktok', 'cuman', 'pakai', 'cocok', ',', 'kukit', 'melembabkan', 'jerawat', 'timbul', 'kulit', 'mamaku', 'bagus', 'melembabkan']","['kali', 'beli', 'racun', 'review', 'review', 'orang', 'tiktok', 'cuman', 'pakai', 'cocok', '', 'kit', 'melembabkan', 'jerawat', 'timbul', 'kulit', 'mama', 'bagus', 'melembabkan']"
dinayic,25 - 29,"Dry, Medium, Neutral",6 months - 1 year,Shopee,5,Ya,"top tier moisturizer ku sejauh ini. walau agak pricey dan cepet abis, tapi worth it dan cocok buat kulit kering, karena ngelembabin banget. kulit juga jadi lebih halus, lebih cerah, dan kenyal. memudarkan noda hitam bekas jerawat juga. teksturnya watery favoritku banget.",Asli,"['top', 'tier', 'moisturizer', 'ku', 'sejauh', 'ini', '.', 'walau', 'agak', 'pricey', 'dan', 'cepet', 'abis', ',', 'tapi', 'worth', 'it', 'dan', 'cocok', 'buat', 'kulit', 'kering', ',', 'karena', 'ngelembabin', 'banget', '.', 'kulit', 'juga', 'jadi', 'lebih', 'halus', ',', 'lebih', 'cerah', ',', 'dan', 'kenyal', '.', 'memudarkan', 'noda', 'hitam', 'bekas', 'jerawat', 'juga', '.', 'teksturnya', 'watery', 'favoritku', 'banget', '.']","['top', 'tier', 'moisturizer', 'ku', '.', 'pricey', 'cepet', 'abis', ',', 'worth', 'it', 'cocok', 'kulit', 'kering', ',', 'ngelembabin', 'banget', '.', 'kulit', 'halus', ',', 'cerah', ',', 'kenyal', '.', 'memudarkan', 'noda', 'hitam', 'bekas', 'jerawat', '.', 'teksturnya', 'watery', 'favoritku', 'banget', '.']","['top', 'tier', 'moisturizer', 'ku', '', 'pricey', 'cepet', 'abis', '', 'worth', 'it', 'cocok', 'kulit', 'kering', '', 'ngelembabin', 'banget', '', 'kulit', 'halus', '', 'cerah', '', 'kenyal', '', 'pudar', 'noda', 'hitam', 'bekas', 'jerawat', '', 'tekstur', 'watery', 'favorit', 'banget', '']"
maulidiailfani,19 - 24,"Combination, Medium, Warm",6 months - 1 year,Lazada,5,Ya,"Aroma nya seger, teksturnya gel tapi langsung watery ketika di apply ke wajah. Agak lama meresap, cukup melembabkan ketika udah di apply, cocok banget buat yang kulitnya kering. Bagus untuk memperkuat dan memperbaiki skin barrier yang rusak.",Asli,"['Aroma', 'nya', 'seger', ',', 'teksturnya', 'gel', 'tapi', 'langsung', 'watery', 'ketika', 'di', 'apply', 'ke', 'wajah', '.', 'Agak', 'lama', 'meresap', ',', 'cukup', 'melembabkan', 'ketika', 'udah', 'di', 'apply', ',', 'cocok', 'banget', 'buat', 'yang', 'kulitnya', 'kering', '.', 'Bagus', 'untuk', 'memperkuat', 'dan', 'memperbaiki', 'skin', 'barrier', 'yang', 'rusak', '.']","['Aroma', 'nya', 'seger', ',', 'teksturnya', 'gel', 'langsung', 'watery', 'apply', 'wajah', '.', 'meresap', ',', 'melembabkan', 'udah', 'apply', ',', 'cocok', 'banget', 'kulitnya', 'kering', '.', 'Bagus', 'memperkuat', 'memperbaiki', 'skin', 'barrier', 'rusak', '.']","['aroma', 'nya', 'seger', '', 'tekstur', 'gel', 'langsung', 'watery', 'apply', 'wajah', '', 'resap', '', 'melembabkan', 'udah', 'apply', '', 'cocok', 'banget', 'kulit', 'kering', '', 'bagus', 'kuat', 'baik', 'skin', 'barrier', 'rusak', '']"
Vina42,19 - 24,"Combination, Medium, Neutral",3 months - 6 months,Shopee,5,Ya,"Ih parah ini moizturaizer ter mantulity yang pernah ku pakai, untuk memperbaiki skin barier bagus banget bisa ngelembabin banget, mukaku dari geradakan alhamdulillah bisa better dengan pemakaian hampir 6 bulan ini bagus banget worth to buy",Asli,"['Ih', 'parah', 'ini', 'moizturaizer', 'ter', 'mantulity', 'yang', 'pernah', 'ku', 'pakai', ',', 'untuk', 'memperbaiki', 'skin', 'barier', 'bagus', 'banget', 'bisa', 'ngelembabin', 'banget', ',', 'mukaku', 'dari', 'geradakan', 'alhamdulillah', 'bisa', 'better', 'dengan', 'pemakaian', 'hampir', '6', 'bulan', 'ini', 'bagus', 'banget', 'worth', 'to', 'buy']","['Ih', 'parah', 'moizturaizer', 'ter', 'mantulity', 'ku', 'pakai', ',', 'memperbaiki', 'skin', 'barier', 'bagus', 'banget', 'ngelembabin', 'banget', ',', 'mukaku', 'geradakan', 'alhamdulillah', 'better', 'pemakaian', '6', 'bagus', 'banget', 'worth', 'to', 'buy']","['ih', 'parah', 'moizturaizer', 'ter', 'mantulity', 'ku', 'pakai', '', 'baik', 'skin', 'barier', 'bagus', 'banget', 'ngelembabin', 'banget', '', 'muka', 'gada', 'alhamdulillah', 'better', 'pakai', '6', 'bagus', 'banget', 'worth', 'to', 'buy']"
retnowulan2310,45 and Above,"Oily, Medium Light, Warm",Less than 1 week,Shopee,5,Ya,"sebagai pemilik skin type oily acne prone produk ini sangat cocokk dan sangat aman banget dipakenya, melembabkan dan menjaga skin barrier, gak bikin becek juga. harga lumayan ya untuk ukuran 30 gr tapi sangat worth to buy boleh dicoba jugaaa",Asli,"['sebagai', 'pemilik', 'skin', 'type', 'oily', 'acne', 'prone', 'produk', 'ini', 'sangat', 'cocokk', 'dan', 'sangat', 'aman', 'banget', 'dipakenya', ',', 'melembabkan', 'dan', 'menjaga', 'skin', 'barrier', ',', 'gak', 'bikin', 'becek', 'juga', '.', 'harga', 'lumayan', 'ya', 'untuk', 'ukuran', '30', 'gr', 'tapi', 'sangat', 'worth', 'to', 'buy', 'boleh', 'dicoba', 'jugaaa']","['pemilik', 'skin', 'type', 'oily', 'acne', 'prone', 'produk', 'cocokk', 'aman', 'banget', 'dipakenya', ',', 'melembabkan', 'menjaga', 'skin', 'barrier', ',', 'gak', 'bikin', 'becek', '.', 'harga', 'lumayan', 'ya', 'ukuran', '30', 'gr', 'worth', 'to', 'buy', 'dicoba', 'jugaaa']","['milik', 'skin', 'type', 'oily', 'acne', 'prone', 'produk', 'cocokk', 'aman', 'banget', 'dipakenya', '', 'melembabkan', 'jaga', 'skin', 'barrier', '', 'gak', 'bikin', 'becek', '', 'harga', 'lumayan', 'ya', 'ukur', '30', 'gr', 'worth', 'to', 'buy', 'coba', 'jugaaa']"
ameliafitri24,19 - 24,"Oily, Medium, Neutral",Less than 1 week,Female Daily Studio,5,Ya,skintific moisturizer 5X Ceramide sangat bagus dapat membuat skin barrier lebih membaik dan dapat untuk memudarkan bekas jerawat dan kemerahan memudar dan juga dapat membuat kulih sangat lebih cerah. dapat membuat komedo lebih berkurang.,Palsu,"['skintific', 'moisturizer', '5X', 'Ceramide', 'sangat', 'bagus', 'dapat', 'membuat', 'skin', 'barrier', 'lebih', 'membaik', 'dan', 'dapat', 'untuk', 'memudarkan', 'bekas', 'jerawat', 'dan', 'kemerahan', 'memudar', 'dan', 'juga', 'dapat', 'membuat', 'kulih', 'sangat', 'lebih', 'cerah', '.', 'dapat', 'membuat', 'komedo', 'lebih', 'berkurang', '.']","['skintific', 'moisturizer', '5X', 'Ceramide', 'bagus', 'skin', 'barrier', 'membaik', 'memudarkan', 'bekas', 'jerawat', 'kemerahan', 'memudar', 'kulih', 'cerah', '.', 'komedo', 'berkurang', '.']","['skintific', 'moisturizer', '5x', 'ceramide', 'bagus', 'skin', 'barrier', 'baik', 'pudar', 'bekas', 'jerawat', 'merah', 'pudar', 'kulih', 'cerah', '', 'komedo', 'kurang', '']"
disisyayak,19 - 24,"Dry, Medium Light, Neutral",3 months - 6 months,Shopee,4,Ya,ini bagus sih moisturizernya dia ngasi efek melembabkannya oke & sebenernya dia punya fungsi buat memperbaiki skin barrier kan. waktu pake aku ngerasa dia cocok aja di tipe kulitku yang kering ini overall bagus lah buat yg nyari moisturizer ini recommend sih,Asli,"['ini', 'bagus', 'sih', 'moisturizernya', 'dia', 'ngasi', 'efek', 'melembabkannya', 'oke', '&', 'sebenernya', 'dia', 'punya', 'fungsi', 'buat', 'memperbaiki', 'skin', 'barrier', 'kan', '.', 'waktu', 'pake', 'aku', 'ngerasa', 'dia', 'cocok', 'aja', 'di', 'tipe', 'kulitku', 'yang', 'kering', 'ini', 'overall', 'bagus', 'lah', 'buat', 'yg', 'nyari', 'moisturizer', 'ini', 'recommend', 'sih']","['bagus', 'sih', 'moisturizernya', 'ngasi', 'efek', 'melembabkannya', 'oke', '&', 'sebenernya', 'fungsi', 'memperbaiki', 'skin', 'barrier', '.', 'pake', 'ngerasa', 'cocok', 'aja', 'tipe', 'kulitku', 'kering', 'overall', 'bagus', 'yg', 'nyari', 'moisturizer', 'recommend', 'sih']","['bagus', 'sih', 'moisturizernya', 'ngasi', 'efek', 'melembabkannya', 'oke', '', 'sebenernya', 'fungsi', 'baik', 'skin', 'barrier', '', 'pake', 'ngerasa', 'cocok', 'aja', 'tipe', 'kulit', 'kering', 'overall', 'bagus', 'yg', 'nyari', 'moisturizer', 'recommend', 'sih']"
Auklia,18 and Under,"Combination, Medium Dark, Neutral",1 week - 1 month,Instagram,5,Ya,"udah pali produk nya kurang lebih sebulanan, hasilnya memuaskan... buat aku yang pecinta skincare cocok buat aku dikulit yang kombinasi dan sensitive. baru pertama kali coba dan menurutku enak dipakai. rekomended bangt buat yang mau belajr skincare",Asli,"['udah', 'pali', 'produk', 'nya', 'kurang', 'lebih', 'sebulanan', ',', 'hasilnya', 'memuaskan', '...', 'buat', 'aku', 'yang', 'pecinta', 'skincare', 'cocok', 'buat', 'aku', 'dikulit', 'yang', 'kombinasi', 'dan', 'sensitive', '.', 'baru', 'pertama', 'kali', 'coba', 'dan', 'menurutku', 'enak', 'dipakai', '.', 'rekomended', 'bangt', 'buat', 'yang', 'mau', 'belajr', 'skincare']","['udah', 'pali', 'produk', 'nya', 'sebulanan', ',', 'hasilnya', 'memuaskan', '...', 'pecinta', 'skincare', 'cocok', 'dikulit', 'kombinasi', 'sensitive', '.', 'kali', 'coba', 'menurutku', 'enak', 'dipakai', '.', 'rekomended', 'bangt', 'belajr', 'skincare']","['udah', 'pali', 'produk', 'nya', 'bulan', '', 'hasil', 'muas', '', 'cinta', 'skincare', 'cocok', 'kulit', 'kombinasi', 'sensitive', '', 'kali', 'coba', 'turut', 'enak', 'pakai', '', 'rekomended', 'bangt', 'belajr', 'skincare']"
arbiwafiq05,19 - 24,"Oily, Dark, Neutral",Less than 1 week,Shopee,4,Ya,"skintific ini worth it si harusnya, karena dia bagus di kulit aku melembabkan juga tapi karena ada duplicate nya yang menurutku limayan mirip dengan harga lebih murah jadi aku bergeser ke yang sebelah, so sorry skintific, tapi buat kalian yg kulitnya kering ini recomended sih",Asli,"['skintific', 'ini', 'worth', 'it', 'si', 'harusnya', ',', 'karena', 'dia', 'bagus', 'di', 'kulit', 'aku', 'melembabkan', 'juga', 'tapi', 'karena', 'ada', 'duplicate', 'nya', 'yang', 'menurutku', 'limayan', 'mirip', 'dengan', 'harga', 'lebih', 'murah', 'jadi', 'aku', 'bergeser', 'ke', 'yang', 'sebelah', ',', 'so', 'sorry', 'skintific', ',', 'tapi', 'buat', 'kalian', 'yg', 'kulitnya', 'kering', 'ini', 'recomended', 'sih']","['skintific', 'worth', 'it', 'si', ',', 'bagus', 'kulit', 'melembabkan', 'duplicate', 'nya', 'menurutku', 'limayan', 'harga', 'murah', 'bergeser', 'sebelah', ',', 'so', 'sorry', 'skintific', ',', 'yg', 'kulitnya', 'kering', 'recomended', 'sih']","['skintific', 'worth', 'it', 'si', '', 'bagus', 'kulit', 'melembabkan', 'duplicate', 'nya', 'turut', 'limayan', 'harga', 'murah', 'geser', 'belah', '', 'so', 'sorry', 'skintific', '', 'yg', 'kulit', 'kering', 'recomended', 'sih']"
bellaberliana22,19 - 24,"Oily, Medium, Neutral",3 months - 6 months,Official Brand Store,5,Ya,"moisturizer skintific paling bagus banget buat melembabkan wajah, jadi makin mulus dan bisa memperbaikin skin barrier wajah, walaupun harganya lumayan tapi worth it dengan benefit yang sebanyak itu, apalagi cocok untuk semua jenis kulitðŸ’—",Asli,"['moisturizer', 'skintific', 'paling', 'bagus', 'banget', 'buat', 'melembabkan', 'wajah', ',', 'jadi', 'makin', 'mulus', 'dan', 'bisa', 'memperbaikin', 'skin', 'barrier', 'wajah', ',', 'walaupun', 'harganya', 'lumayan', 'tapi', 'worth', 'it', 'dengan', 'benefit', 'yang', 'sebanyak', 'itu', ',', 'apalagi', 'cocok', 'untuk', 'semua', 'jenis', 'kulitðŸ', '’', '—']","['moisturizer', 'skintific', 'bagus', 'banget', 'melembabkan', 'wajah', ',', 'mulus', 'memperbaikin', 'skin', 'barrier', 'wajah', ',', 'harganya', 'lumayan', 'worth', 'it', 'benefit', ',', 'cocok', 'jenis', 'kulitðŸ', '’', '—']","['moisturizer', 'skintific', 'bagus', 'banget', 'melembabkan', 'wajah', '', 'mulus', 'memperbaikin', 'skin', 'barrier', 'wajah', '', 'harga', 'lumayan', 'worth', 'it', 'benefit', '', 'cocok', 'jenis', 'kulit', '', '']"
nadeataa,19 - 24,"Combination, Medium Light, Neutral",More than 1 year,Shopee,5,Ya,"Moisturizer Ter the best akuu recommended parah sih ini, suka banget dengan kandungan dari moist ini dalam pemakaian beberapa bulan terlihat banget perubahannya wajah jadi cerah ga gampang breakout dan kusam, kalau pun ada merahÂ² di wajah dipakaikan ini besoknya langsung hilang always repurchase this product",Asli,"['Moisturizer', 'Ter', 'the', 'best', 'akuu', 'recommended', 'parah', 'sih', 'ini', ',', 'suka', 'banget', 'dengan', 'kandungan', 'dari', 'moist', 'ini', 'dalam', 'pemakaian', 'beberapa', 'bulan', 'terlihat', 'banget', 'perubahannya', 'wajah', 'jadi', 'cerah', 'ga', 'gampang', 'breakout', 'dan', 'kusam', ',', 'kalau', 'pun', 'ada', 'merahÂ²', 'di', 'wajah', 'dipakaikan', 'ini', 'besoknya', 'langsung', 'hilang', 'always', 'repurchase', 'this', 'product']","['Moisturizer', 'Ter', 'the', 'best', 'akuu', 'recommended', 'parah', 'sih', ',', 'suka', 'banget', 'kandungan', 'moist', 'pemakaian', 'banget', 'perubahannya', 'wajah', 'cerah', 'ga', 'gampang', 'breakout', 'kusam', ',', 'merahÂ²', 'wajah', 'dipakaikan', 'besoknya', 'langsung', 'hilang', 'always', 'repurchase', 'this', 'product']","['moisturizer', 'ter', 'the', 'best', 'akuu', 'recommended', 'parah', 'sih', '', 'suka', 'banget', 'kandung', 'moist', 'pakai', 'banget', 'ubah', 'wajah', 'cerah', 'ga', 'gampang', 'breakout', 'kusam', '', 'merah', 'wajah', 'pakai', 'besok', 'langsung', 'hilang', 'always', 'repurchase', 'this', 'product']"
ranyaani12,25 - 29,"Oily, Dark, Neutral",3 months - 6 months,Shopee,3,Tidak,"beli karena viral, tp maaf mungkin orang lain cocok tapi di aku nggak, semingguan pakai sempet berjerawat, kupikir itu purging tapi kok sampai jerawat batu. memang enak di muka dingin gitu, tapi aku nggak lanjut bahkan nggak aku habisin. sorry tapi aku repurchase sih tidak.",Asli,"['beli', 'karena', 'viral', ',', 'tp', 'maaf', 'mungkin', 'orang', 'lain', 'cocok', 'tapi', 'di', 'aku', 'nggak', ',', 'semingguan', 'pakai', 'sempet', 'berjerawat', ',', 'kupikir', 'itu', 'purging', 'tapi', 'kok', 'sampai', 'jerawat', 'batu', '.', 'memang', 'enak', 'di', 'muka', 'dingin', 'gitu', ',', 'tapi', 'aku', 'nggak', 'lanjut', 'bahkan', 'nggak', 'aku', 'habisin', '.', 'sorry', 'tapi', 'aku', 'repurchase', 'sih', 'tidak', '.']","['beli', 'viral', ',', 'tp', 'maaf', 'orang', 'cocok', 'nggak', ',', 'semingguan', 'pakai', 'sempet', 'berjerawat', ',', 'kupikir', 'purging', 'jerawat', 'batu', '.', 'enak', 'muka', 'dingin', 'gitu', ',', 'nggak', 'nggak', 'habisin', '.', 'sorry', 'repurchase', 'sih', '.']","['beli', 'viral', '', 'tp', 'maaf', 'orang', 'cocok', 'nggak', '', 'minggu', 'pakai', 'sempet', 'jerawat', '', 'pikir', 'purging', 'jerawat', 'batu', '', 'enak', 'muka', 'dingin', 'gitu', '', 'nggak', 'nggak', 'habisin', '', 'sorry', 'repurchase', 'sih', '']"
Devina_123,19 - 24,"Oily, Medium Dark, Warm",More than 1 year,Shopee,5,Ya,"awalnya iseng coba karena lagi rame ehh ternyata waktu coba pertama kali langsung cocok dong dikulit aku, dipake sehari - hari juga ringan apalagi di pake pas make up juga aman banget ngelembapin kulit aku tapi ga bikin berminyak banget pokoknya luv",Asli,"['awalnya', 'iseng', 'coba', 'karena', 'lagi', 'rame', 'ehh', 'ternyata', 'waktu', 'coba', 'pertama', 'kali', 'langsung', 'cocok', 'dong', 'dikulit', 'aku', ',', 'dipake', 'sehari', '-', 'hari', 'juga', 'ringan', 'apalagi', 'di', 'pake', 'pas', 'make', 'up', 'juga', 'aman', 'banget', 'ngelembapin', 'kulit', 'aku', 'tapi', 'ga', 'bikin', 'berminyak', 'banget', 'pokoknya', 'luv']","['iseng', 'coba', 'rame', 'ehh', 'coba', 'kali', 'langsung', 'cocok', 'dikulit', ',', 'dipake', 'sehari', '-', 'ringan', 'pake', 'pas', 'make', 'up', 'aman', 'banget', 'ngelembapin', 'kulit', 'ga', 'bikin', 'berminyak', 'banget', 'pokoknya', 'luv']","['iseng', 'coba', 'rame', 'ehh', 'coba', 'kali', 'langsung', 'cocok', 'kulit', '', 'dipake', 'hari', '-', 'ringan', 'pake', 'pas', 'make', 'up', 'aman', 'banget', 'ngelembapin', 'kulit', 'ga', 'bikin', 'minyak', 'banget', 'pokok', 'luv']"
shafadharma,19 - 24,"Combination, Medium Light, Neutral",More than 1 year,Sociolla,5,Ya,"game changer pas kulit lagi breakout dan merah2. aku udah repurchase berkali kali karena sukaaa bgtt. teksturnya ringan dan mudah meresap ke kulit bikin kulit lembab dan supeerrr calming tanpa ada rasa lengket, cocok game changer pas kulit lagi breakout dan merah2. aku udah repurchase berkali kali karena sukaaa bgtt. teksturnya ringan dan mudah meresap ke kulit bikin kulit lembab dan supeerrr calming tanpa ada rasa lengket, cocok buat si oily-combi",Asli,"['game', 'changer', 'pas', 'kulit', 'lagi', 'breakout', 'dan', 'merah2', '.', 'aku', 'udah', 'repurchase', 'berkali', 'kali', 'karena', 'sukaaa', 'bgtt', '.', 'teksturnya', 'ringan', 'dan', 'mudah', 'meresap', 'ke', 'kulit', 'bikin', 'kulit', 'lembab', 'dan', 'supeerrr', 'calming', 'tanpa', 'ada', 'rasa', 'lengket', ',', 'cocok', 'game', 'changer', 'pas', 'kulit', 'lagi', 'breakout', 'dan', 'merah2', '.', 'aku', 'udah', 'repurchase', 'berkali', 'kali', 'karena', 'sukaaa', 'bgtt', '.', 'teksturnya', 'ringan', 'dan', 'mudah', 'meresap', 'ke', 'kulit', 'bikin', 'kulit', 'lembab', 'dan', 'supeerrr', 'calming', 'tanpa', 'ada', 'rasa', 'lengket', ',', 'cocok', 'buat', 'si', 'oily', '-', 'combi']","['game', 'changer', 'pas', 'kulit', 'breakout', 'merah2', '.', 'udah', 'repurchase', 'berkali', 'kali', 'sukaaa', 'bgtt', '.', 'teksturnya', 'ringan', 'mudah', 'meresap', 'kulit', 'bikin', 'kulit', 'lembab', 'supeerrr', 'calming', 'lengket', ',', 'cocok', 'game', 'changer', 'pas', 'kulit', 'breakout', 'merah2', '.', 'udah', 'repurchase', 'berkali', 'kali', 'sukaaa', 'bgtt', '.', 'teksturnya', 'ringan', 'mudah', 'meresap', 'kulit', 'bikin', 'kulit', 'lembab', 'supeerrr', 'calming', 'lengket', ',', 'cocok', 'si', 'oily', '-', 'combi']","['game', 'changer', 'pas', 'kulit', 'breakout', 'merah2', '', 'udah', 'repurchase', 'kali', 'kali', 'sukaaa', 'bgtt', '', 'tekstur', 'ringan', 'mudah', 'resap', 'kulit', 'bikin', 'kulit', 'lembab', 'supeerrr', 'calming', 'lengket', '', 'cocok', 'game', 'changer', 'pas', 'kulit', 'breakout', 'merah2', '', 'udah', 'repurchase', 'kali', 'kali', 'sukaaa', 'bgtt', '', 'tekstur', 'ringan', 'mudah', 'resap', 'kulit', 'bikin', 'kulit', 'lembab', 'supeerrr', 'calming', 'lengket', '', 'cocok', 'si', 'oily', '-', 'combi']"
hailinn,25 - 29,"Oily, Medium, Warm",3 months - 6 months,Shopee,5,Ya,"salah satu produk yang aku kenalin ke temen dan keluarga. texturenya gel tapi waktu diaplikasiin kemuka meleleh gitu terus nggak lengket sama sekali, terus baunya juga wangi. untuk hasil diwajah, wajah jadi lebih cerah dan halus juga terhidrasi",Asli,"['salah', 'satu', 'produk', 'yang', 'aku', 'kenalin', 'ke', 'temen', 'dan', 'keluarga', '.', 'texturenya', 'gel', 'tapi', 'waktu', 'diaplikasiin', 'kemuka', 'meleleh', 'gitu', 'terus', 'nggak', 'lengket', 'sama', 'sekali', ',', 'terus', 'baunya', 'juga', 'wangi', '.', 'untuk', 'hasil', 'diwajah', ',', 'wajah', 'jadi', 'lebih', 'cerah', 'dan', 'halus', 'juga', 'terhidrasi']","['salah', 'produk', 'kenalin', 'temen', 'keluarga', '.', 'texturenya', 'gel', 'diaplikasiin', 'kemuka', 'meleleh', 'gitu', 'nggak', 'lengket', ',', 'baunya', 'wangi', '.', 'hasil', 'diwajah', ',', 'wajah', 'cerah', 'halus', 'terhidrasi']","['salah', 'produk', 'kenalin', 'temen', 'keluarga', '', 'texturenya', 'gel', 'diaplikasiin', 'muka', 'leleh', 'gitu', 'nggak', 'lengket', '', 'bau', 'wangi', '', 'hasil', 'wajah', '', 'wajah', 'cerah', 'halus', 'hidrasi']"
